entry_date,exit_date,entry,exit,risk,r,mfe_r,status,days,ticker,side,signal_date,rank,momentum,config
2023-11-07,2023-12-04,351.83600759444016,362.06521566015255,52.4662187548858,0.18155560428368892,0.4791564440131014,ema_trail,19,MSFT,long,2023-11-06,0.9020866773675762,0.5422246745899495,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-01-12,2024-02-01,378.1428865038529,394.1713822058696,25.128507084884177,0.607764316336797,1.1644741701564405,ema_trail,14,MSFT,long,2024-01-11,0.9150641025641025,0.6368462734868932,xmom_f252_skip21_b55_s40_atr0.5_ema10
2023-05-18,2023-05-24,95.97236632265567,94.22164901378302,12.891388537938994,-0.1506945536394907,0.24847928781023848,ema_trail,5,ORCL,long,2023-05-17,0.9069020866773676,0.40832297825967134,xmom_f252_skip21_b55_s40_atr0.5_ema10
2023-09-08,2023-09-12,120.47093102079576,105.87329613425901,14.597634886536753,-1.0165055410629438,0.17325504893480378,stop,3,ORCL,long,2023-09-07,0.9101123595505618,0.5867965473740211,xmom_f252_skip21_b55_s40_atr0.5_ema10
2023-09-11,2023-09-12,122.61391872051743,105.89275348778344,16.721165232733995,-1.0146657146214288,0.023092065744422886,stop,2,ORCL,long,2023-09-08,0.9085072231139647,0.5436653924702022,xmom_f252_skip21_b55_s40_atr0.5_ema10
2023-09-12,2023-09-12,108.19217562501974,105.89841011794728,2.2937655070724645,-1.0943358641425431,0.5134273176738043,stop,1,ORCL,long,2023-09-11,0.913322632423756,0.5388585380797495,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-01-12,2024-02-14,144.9600067138672,157.0,17.072345347556222,0.6882518501997743,1.060427743166078,ema_trail,23,NOW,long,2024-01-11,0.9487179487179487,0.8514862334742193,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-01-19,2024-02-14,150.08799743652344,157.0,20.985185489942012,0.31507115206451225,0.6183408734234898,ema_trail,19,NOW,long,2024-01-18,0.9246794871794872,0.66947196123719,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-01-22,2024-02-14,152.03799438476562,157.0,21.133674089153743,0.22040321085747194,0.5217266496137215,ema_trail,18,NOW,long,2024-01-19,0.9214743589743589,0.6908218033143139,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-01-23,2024-02-01,617.8648175415618,618.7760027911155,77.61024262925196,-0.004181721052977585,0.2958012776613901,ema_trail,8,INTU,long,2024-01-22,0.9006410256410257,0.6501047556827142,xmom_f252_skip21_b55_s40_atr0.5_ema10
2023-04-14,2023-04-26,214.8699951171875,203.89999389648438,27.75805089609574,-0.4106823369410606,0.06700760861466601,ema_trail,9,CDNS,long,2023-04-13,0.9356913183279743,0.3237933979487877,xmom_f252_skip21_b55_s40_atr0.5_ema10
2023-11-13,2023-12-05,260.6000061035156,260.7200012207031,36.44946355098182,-0.011007155001290115,0.5138616222033666,ema_trail,16,CDNS,long,2023-11-10,0.9341894060995185,0.7068219161078437,xmom_f252_skip21_b55_s40_atr0.5_ema10
2023-11-09,2023-12-04,69.72426533164023,68.03468346947368,9.212461486261127,-0.1985387288248127,0.3605511042070085,ema_trail,17,DELL,long,2023-11-08,0.9454253611556982,0.745802733691705,xmom_f252_skip21_b55_s40_atr0.5_ema10
2026-06-23,2026-06-24,359.06500244140625,350.0,50.79545675896799,-0.19259857220521676,0.011713670053731272,ema_trail,2,KEYS,long,2026-06-22,0.9490445859872612,1.1361308097668066,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-11-08,2024-11-11,101.61499786376953,101.33000183105469,15.119512351396892,-0.032291122695982694,0.1896556078351861,ema_trail,2,ANET,long,2024-11-07,0.9376996805111821,0.9140638804951198,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-12-04,2024-12-19,609.4535434454373,607.3878008993366,70.80691384558952,-0.04638882638148066,0.35723201741360183,ema_trail,12,META,long,2024-12-03,0.9313099041533547,0.7513316448440339,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-12-09,2024-12-19,620.350888846341,607.3878008993366,81.82339641500016,-0.17359081078298028,0.1759539680553757,ema_trail,9,META,long,2024-12-06,0.9265175718849841,0.8074420306046133,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-12-12,2024-12-19,627.8876010257708,607.3878008993366,89.60925304440309,-0.24278268805237532,0.0572536444017496,ema_trail,6,META,long,2024-12-11,0.9185303514376997,0.7982225991128138,xmom_f252_skip21_b55_s40_atr0.5_ema10
2025-08-01,2025-08-19,758.2448261685668,764.6140081257292,102.20229399716072,0.047481246408815056,0.346411500608227,ema_trail,13,META,long,2025-07-31,0.9012738853503185,0.5496395847961966,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-10-11,2024-10-15,73.48999786376953,71.2509994506836,8.291128085648296,-0.2877748822797149,0.013267267037156305,ema_trail,3,NFLX,long,2024-10-10,0.9440894568690096,0.8254313146052261,xmom_f252_skip21_b55_s40_atr0.5_ema10
2025-07-01,2025-07-09,27.410644663594585,26.786601177902117,2.768436435462302,-0.2452159516193816,0.06830745957655945,ema_trail,6,T,long,2025-06-30,0.9156050955414012,0.5355864544375744,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-02-08,2024-02-12,170.61000061035156,154.8300018310547,19.9069655695192,-0.8098280335201756,0.049228784975626584,ema_trail,3,TTWO,long,2024-02-07,0.9166666666666666,0.5018946282007175,xmom_f252_skip21_b55_s40_atr0.5_ema10
2025-05-02,2025-05-05,214.4499969482422,218.5,29.460745362523625,0.12291281205897985,0.3485996075824065,ema_trail,2,TTWO,long,2025-05-01,0.9011164274322169,0.45650515464026564,xmom_f252_skip21_b55_s40_atr0.5_ema10
2025-07-24,2025-07-30,154.0399932861328,150.75999450683594,21.051378382599893,-0.17044388736249605,0.04892857937213746,ema_trail,5,LYV,long,2025-07-23,0.9156050955414012,0.5845426378467553,xmom_f252_skip21_b55_s40_atr0.5_ema10
2025-08-13,2025-09-04,159.69000244140625,162.72999572753906,22.21646115517342,0.12245934499862803,0.37134627078439403,ema_trail,16,LYV,long,2025-08-12,0.9060509554140127,0.6186219443742949,xmom_f252_skip21_b55_s40_atr0.5_ema10
2025-08-15,2025-09-04,162.39999389648438,162.72999572753906,22.234310711207513,0.00023395567909810164,0.24916484333059882,ema_trail,14,LYV,long,2025-08-14,0.9012738853503185,0.6221615590951171,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-01-29,2024-02-01,159.33999633789062,155.8699951171875,18.023451799845418,-0.210208413762973,0.13260497579431127,ema_trail,4,AMZN,long,2024-01-26,0.907051282051282,0.5786170321090109,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-01-30,2024-02-01,160.6999969482422,155.8699951171875,19.362134315502374,-0.2660554741027016,0.05319655170825884,ema_trail,3,AMZN,long,2024-01-29,0.9038461538461539,0.5454544895318434,xmom_f252_skip21_b55_s40_atr0.5_ema10
2024-04-12,2024-04-16,187.72000122070312,183.27000427246094,23.733788301303946,-0.2033150750914249,0.040870054472080745,ema_trail,3,AMZN,long,2024-04-11,0.9150641025641025,0.7553042694526275,xmom_f252_skip21_b55_s40_atr0.5_ema10
2023-04-26,2023-05-04,100.62998929354053,96.25437349683698,11.665866040628572,-0.39233056160175395,0.5119751820322404,ema_trail,7,SBUX,long,2023-04-25,0.9163987138263665,0.2919821136099783,xmom_f252_skip21_b55_s40_atr0.5_ema10
