tier,family,sl_atr,rr,signals,rule,train_n,train_per_year,train_win,train_avg_r,train_pf,train_bars,train_unres,train_risk_pct,train_pct_per_trade,train_ann_est,valid_n,valid_per_year,valid_win,valid_avg_r,valid_pf,valid_bars,valid_unres,valid_risk_pct,valid_pct_per_trade,valid_ann_est
t1_calm,pullback,1.5,4.0,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30647,4374.718420023465,0.27640552093190196,0.17985122724870026,1.1987267649538225,13.0,0.0,0.024372585510452544,0.004479730524781298,0.0868378532496067,8761,2188.750855578371,0.2545371532930031,0.06890199549631446,1.074163408798237,11.0,0.0,0.025626063106452966,0.0016995575183929626,0.03893531769409333
t1_calm,pullback,1.5,6.0,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30593,4367.010168165819,0.22292681332330924,0.3429369556377623,1.3507621733006023,14.0,0.0,0.024374917689800265,0.008400451448750403,0.15120812607750725,8761,2188.750855578371,0.1917589316288095,0.12310951968665806,1.1216931838444864,12.0,0.0,0.025626063106452966,0.0030730482439378904,0.0645340131226957
t1_calm,pullback,2.0,0.5,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30659,4376.431364880719,0.7043608728269024,-0.04741233413783574,0.8645151130083399,4.0,0.0,0.032499890253067015,-0.001348266231893618,-0.08494077260929793,8763,2189.2505133470227,0.6651831564532694,-0.1063435932870142,0.7309423082005104,4.0,0.0,0.034168051553870635,-0.0034042361444420743,-0.21446687709985068
t1_calm,pullback,2.0,1.0,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30659,4376.431364880719,0.5598682279265469,-0.001337735804541426,0.9974449929317348,7.0,0.0,0.032499890253067015,0.00019671580193253747,0.0070817688695713485,8763,2189.2505133470227,0.5285861006504622,-0.06292463512594178,0.8874653986113155,7.0,0.0,0.034168051553870635,-0.0019279176461395652,-0.06940503526102434
t1_calm,pullback,2.0,2.0,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30659,4376.431364880719,0.4163214716722659,0.11090046086202687,1.159092903393202,13.0,0.0,0.032499890253067015,0.0037987339528963624,0.07363699662537564,8763,2189.2505133470227,0.38867967591007646,0.02654821550044056,1.0365093538315273,13.0,0.0,0.034168051553870635,0.000945707086151513,0.018332168131552404
t1_calm,pullback,2.0,3.0,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30640,4373.719202190066,0.3426240208877285,0.22009717702849094,1.2790955523855267,18.0,0.0,0.03249675397066237,0.007243401542710705,0.10140762159794987,8763,2189.2505133470227,0.317471185667009,0.1221146120615485,1.1503985013077045,16.0,0.0,0.034168051553870635,0.004008747708255492,0.063137776405024
t1_calm,pullback,2.0,4.0,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30594,4367.1529135705905,0.29829378309472443,0.3310284826179289,1.3915880537337606,22.0,0.0,0.03249900341971272,0.010778556729150512,0.12346346798845133,8763,2189.2505133470227,0.26052721670660733,0.14310282588195664,1.1619788903776693,19.0,0.00011411617026132602,0.034168051553870635,0.00471738529498503,0.06256742601769617
t1_calm,pullback,2.0,6.0,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30470,4349.452483378959,0.25004922874958974,0.5820683692019095,1.6439996360526095,24.0,0.0002953724975385625,0.032505140883805364,0.019028124140970184,0.19979530348018693,8759,2188.2511978097195,0.16714236785021122,-0.011517622782805674,0.9885143511224659,20.0,0.0004566731362027629,0.034165991755501696,-0.0005692917940264061,-0.0071730766047327175
t1_calm,pullback,3.0,0.5,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30659,4376.431364880719,0.7191363058155843,0.007799201120843221,1.0244211769631,7.0,0.0,0.04874983537960064,0.0006600489471183292,0.02376176209625985,8763,2189.2505133470227,0.6862946479516148,-0.04008408532509303,0.8869912639338328,7.0,0.0,0.05125207733080585,-0.0017653995805385306,-0.0635543848993871
t1_calm,pullback,3.0,1.0,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30659,4376.431364880719,0.5832545092794937,0.0842605426404299,1.1775287742556813,14.0,0.0,0.04874983537960064,0.004324409942692635,0.07783937896846745,8763,2189.2505133470227,0.552322264064818,0.023154979753725186,1.04571861918359,15.0,0.0,0.05125207733080585,0.0014013793888108968,0.023543173732023068
