rank,asc,slots,risk,gross,n,cagr,dd,dd_intraday,final_x,wiped
none,False,10,0.2,1.0,500,0.06441556029864182,-0.3961467984503063,-0.3990509611537393,2.4824743515173475,False
none,False,10,0.2,2.0,553,0.06739130332903365,-0.7047483228392379,-0.7103512729843351,2.5854996306241986,False
none,False,10,0.2,3.0,580,0.18083764380866207,-0.6196627715303688,-0.6369240081517571,11.258396656207507,False
none,False,10,0.2,4.0,580,0.20516415707481994,-0.6368033111114884,-0.6580430155465309,15.151920396946823,False
none,False,10,0.3,1.0,500,0.06441556029864182,-0.3961467984503063,-0.3990509611537393,2.4824743515173475,False
none,False,10,0.3,2.0,553,0.06739130332903365,-0.7047483228392379,-0.7103512729843351,2.5854996306241986,False
none,False,10,0.3,3.0,580,0.18083764380866207,-0.6196627715303688,-0.6369240081517571,11.258396656207507,False
none,False,10,0.3,4.0,580,0.20516415707481994,-0.6368033111114884,-0.6580430155465309,15.151920396946823,False
ret126,False,1,0.05,1.0,63,0.006410447066140135,-0.5099180906488112,-0.5219435126673921,1.0975413134110532,False
ret126,False,1,0.05,2.0,63,0.006410447066140135,-0.5099180906488112,-0.5219435126673921,1.0975413134110532,False
ret126,False,1,0.05,3.0,63,0.006410447066140135,-0.5099180906488112,-0.5219435126673921,1.0975413134110532,False
ret126,False,1,0.05,4.0,63,0.006410447066140135,-0.5099180906488112,-0.5219435126673921,1.0975413134110532,False
ret126,False,1,0.1,1.0,63,0.022707437778574757,-0.5213138056576643,-0.522735003165676,1.3868609567178591,False
ret126,False,1,0.1,2.0,63,0.023181755702465168,-0.5615966841043316,-0.5622879921809085,1.3962590364226766,False
ret126,False,1,0.1,3.0,63,0.023181755702465168,-0.5615966841043316,-0.5622879921809085,1.3962590364226766,False
ret126,False,1,0.1,4.0,63,0.023181755702465168,-0.5615966841043316,-0.5622879921809085,1.3962590364226766,False
ret126,False,1,0.2,1.0,63,0.022707437778574757,-0.5213138056576643,-0.522735003165676,1.3868609567178591,False
ret126,False,1,0.2,2.0,63,0.03535197550703195,-0.545637326310177,-0.523660675544797,1.658679530995123,False
ret126,False,1,0.2,3.0,63,0.022366370427865157,-0.6048489006479392,-0.6137074364319566,1.3801395379328,False
ret126,False,1,0.2,4.0,63,0.019919231529608616,-0.6232878255024557,-0.633391991461238,1.3327961678117268,False
ret126,False,1,0.3,1.0,63,0.022707437778574757,-0.5213138056576643,-0.522735003165676,1.3868609567178591,False
ret126,False,1,0.3,2.0,63,0.03535197550703195,-0.545637326310177,-0.523660675544797,1.658679530995123,False
ret126,False,1,0.3,3.0,63,0.02939042079209453,-0.6065671694051589,-0.6152733705021152,1.52487446207993,False
ret126,False,1,0.3,4.0,63,0.027454790749308122,-0.6529674506570486,-0.6610239164539973,1.4836393581557308,False
ret126,False,2,0.05,1.0,119,0.10395501143242081,-0.3335664541524487,-0.32819522360028286,4.222819415192366,False
ret126,False,2,0.05,2.0,123,0.12265876738474035,-0.44041517659795615,-0.4484845509248905,5.393580984123123,False
ret126,False,2,0.05,3.0,123,0.12265876738474035,-0.44041517659795615,-0.4484845509248905,5.393580984123123,False
ret126,False,2,0.05,4.0,123,0.12265876738474035,-0.44041517659795615,-0.4484845509248905,5.393580984123123,False
ret126,False,2,0.1,1.0,119,0.10395501143242081,-0.3335664541524487,-0.32819522360028286,4.222819415192366,False
ret126,False,2,0.1,2.0,123,0.12742342145148644,-0.4686879908548218,-0.47187160901256164,5.736764168457451,False
ret126,False,2,0.1,3.0,123,0.12517779515055594,-0.49558631618164406,-0.49865962286103827,5.572561238105748,False
ret126,False,2,0.1,4.0,123,0.12535244377181098,-0.49156185427931665,-0.4945680640365202,5.585173051822761,False
