rank,asc,slots,risk,gross,n,cagr,dd,dd_intraday,final_x,wiped
none,False,1,0.1,1.0,80,0.0510573179078595,-0.47407927677520445,-0.46777000970405647,2.0653632242345896,False
none,False,1,0.1,2.0,80,0.039830798999985983,-0.5660316333402374,-0.5587749579320355,1.7663127283659088,False
none,False,1,0.1,3.0,80,0.039830798999985983,-0.5660316333402374,-0.5587749579320355,1.7663127283659088,False
none,False,1,0.2,1.0,80,0.0510573179078595,-0.47407927677520445,-0.46777000970405647,2.0653632242345896,False
none,False,1,0.2,2.0,80,0.027938645149322205,-0.6896981942310316,-0.6842137917473721,1.4938485048250765,False
none,False,1,0.2,3.0,80,0.01093626525313307,-0.7909174453282732,-0.7871055483461161,1.1716651993626375,False
none,False,1,0.3,1.0,80,0.0510573179078595,-0.47407927677520445,-0.46777000970405647,2.0653632242345896,False
none,False,1,0.3,2.0,80,0.027938645149322205,-0.6896981942310316,-0.6842137917473721,1.4938485048250765,False
none,False,1,0.3,3.0,80,0.010208387830046961,-0.8106786449827967,-0.8077106667159357,1.159437641439333,False
none,False,2,0.1,1.0,148,0.015854112831691358,-0.7041477996396961,-0.6994412768805356,1.2574797957684798,False
none,False,2,0.1,2.0,159,0.08869113821981278,-0.5392079272464718,-0.5200612750090761,3.4477065383616825,False
none,False,2,0.1,3.0,163,0.07497947684825723,-0.6601244207448655,-0.646382520731819,2.866520269032727,False
none,False,2,0.2,1.0,148,0.015854112831691358,-0.7041477996396961,-0.6994412768805356,1.2574797957684798,False
none,False,2,0.2,2.0,159,0.08869113821981278,-0.5392079272464718,-0.5200612750090761,3.4477065383616825,False
none,False,2,0.2,3.0,163,0.076207763916051,-0.7268328970216711,-0.7222630574024695,2.914598111596234,False
none,False,2,0.3,1.0,148,0.015854112831691358,-0.7041477996396961,-0.6994412768805356,1.2574797957684798,False
none,False,2,0.3,2.0,159,0.08869113821981278,-0.5392079272464718,-0.5200612750090761,3.4477065383616825,False
none,False,2,0.3,3.0,163,0.076207763916051,-0.7268328970216711,-0.7222630574024695,2.914598111596234,False
none,False,3,0.1,1.0,274,0.01803012014501637,-0.5890491711126713,-0.5890939790996599,1.2972879430777902,False
none,False,3,0.1,2.0,255,0.16553825782758258,-0.4431223028786797,-0.4547568689903889,9.310721167940079,False
