family,sl_atr,rr,signals,rule,train_n,train_per_year,train_win,train_avg_r,train_pf,train_bars,train_unres,train_r_per_bar,valid_n,valid_per_year,valid_win,valid_avg_r,valid_pf,valid_bars,valid_unres,valid_r_per_bar,hold_n,hold_per_year,hold_win,hold_avg_r,hold_pf,hold_bars,hold_unres,hold_r_per_bar
meanrev,1.0,0.5,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3879,553.7094251075479,0.6890951276102089,-0.05761074362932059,0.8349268545536329,1.0,0.0,-0.05761074362932059,3338,833.9288158795346,0.6728579988016776,-0.060850123945415065,0.8338622996048538,1.0,0.0,-0.060850123945415065,3915,978.0800821355236,0.6937420178799489,-0.021934697726437392,0.9352613964724774,2.0,0.0015325670498084292,-0.010967348863218696
meanrev,1.0,0.75,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3879,553.7094251075479,0.6081464294921372,-0.0251092312818082,0.9431214258504731,2.0,0.0,-0.0125546156409041,3338,833.9288158795346,0.5883762732174955,-0.04013587441295934,0.9129031668824767,2.0,0.0,-0.02006793720647967,3915,978.0800821355236,0.6086845466155811,0.009947868757428873,1.022999566527614,2.0,0.002554278416347382,0.004973934378714437
meanrev,1.0,1.0,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3879,553.7094251075479,0.5465326114978087,0.0048047889187100585,1.0093425699166914,2.0,0.0,0.0024023944593550292,3338,833.9288158795346,0.5296584781306172,-0.00994528284873566,0.9811439244579185,2.0,0.0,-0.00497264142436783,3915,978.0800821355236,0.5386973180076629,0.02233564854909846,1.0436841785616877,3.0,0.0033205619412515963,0.00744521618303282
meanrev,1.0,1.5,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3879,553.7094251075479,0.44960041247744265,0.03186760502809873,1.0509380707585558,3.0,0.0,0.010622535009366245,3338,833.9288158795346,0.4310964649490713,-0.004790180790872417,0.9925608527641182,3.0,0.0,-0.0015967269302908057,3915,978.0800821355236,0.44853128991060026,0.060252981923265454,1.0978765902793752,4.0,0.004853128991060026,0.015063245480816364
meanrev,1.0,2.0,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3879,553.7094251075479,0.37947924722866716,0.04301140234091489,1.060966677536348,4.0,0.0,0.010752850585228723,3338,833.9288158795346,0.3588975434391851,-0.016089482782501236,0.9778513811166806,4.0,0.0,-0.004022370695625309,3915,978.0800821355236,0.38084291187739466,0.07050520026161779,1.101963917981277,4.0,0.0066411238825031926,0.017626300065404447
meanrev,1.0,3.0,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3879,553.7094251075479,0.2900232018561485,0.05513700745282009,1.0677981055314891,5.0,0.0,0.011027401490564017,3338,833.9288158795346,0.2708208508088676,-0.01501293162145721,0.9817975828454303,5.0,0.0,-0.003002586324291442,3915,978.0800821355236,0.30676883780332054,0.14058026023895864,1.1804615747747373,6.0,0.00842911877394636,0.023430043373159775
meanrev,1.5,0.5,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3847,549.141572154869,0.7060046789706265,-0.0004870506976407993,0.9984941160084833,2.0,0.0,-0.00024352534882039965,3223,805.1984941820671,0.6860068259385665,-0.016395085233094055,0.9522277717084928,2.0,0.0,-0.008197542616547027,3773,942.6043805612594,0.6970580439968195,0.012289003234413967,1.0376414959191909,3.0,0.0031804929764113437,0.004096334411471322
meanrev,1.5,0.75,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3847,549.141572154869,0.6189238367559137,0.024895882955958872,1.0590317331628727,3.0,0.0,0.00829862765198629,3223,805.1984941820671,0.6065777226186783,0.013512858771186572,1.0313573258945437,3.0,0.0,0.004504286257062191,3773,942.6043805612594,0.6034985422740525,0.02451206011183113,1.0570022430746961,4.0,0.004240657301881791,0.0061280150279577825
meanrev,1.5,1.0,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3847,549.141572154869,0.5500389914218872,0.03996407866593484,1.0802868099177863,4.0,0.0,0.00999101966648371,3223,805.1984941820671,0.5342848278001862,0.014092718035857417,1.0274810631253024,4.0,0.0,0.003523179508964354,3773,942.6043805612594,0.5412138881526637,0.04704127829602483,1.0943724572267572,5.0,0.005035780545984627,0.009408255659204966
meanrev,1.5,1.5,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3847,549.141572154869,0.4473615804523005,0.053386986653059604,1.0872723156894513,6.0,0.0,0.008897831108843268,3223,805.1984941820671,0.4291033198883028,0.009842946573372126,1.0156694355905536,6.0,0.0,0.001640491095562021,3773,942.6043805612594,0.4487145507553671,0.07543401113733705,1.1255561105954057,7.0,0.007686191359660748,0.010776287305333865
meanrev,1.5,2.0,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3847,549.141572154869,0.3813361060566675,0.07443363681091753,1.1082834405516437,8.0,0.0,0.00930420460136469,3223,805.1984941820671,0.35960285448340057,0.012631510046326943,1.017922118263895,8.0,0.0,0.0015789387557908678,3773,942.6043805612594,0.3912006360985953,0.11940358876611673,1.1799319533782326,8.0,0.009806520010601644,0.014925448595764591
meanrev,1.5,3.0,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3847,549.141572154869,0.30777229009617885,0.1548532034634731,1.200625393732909,10.0,0.0,0.015485320346347309,3223,805.1984941820671,0.27800186161960905,0.04173841321485543,1.0524337703038873,11.0,0.0,0.0037944012013504933,3773,942.6043805612594,0.3138086403392526,0.17826380828333963,1.23763628764827,11.0,0.017757752451630002,0.016205800753030877
meanrev,2.0,0.5,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3817,544.8592100117324,0.7160073356038774,0.03221975820775189,1.1041635859915757,3.0,0.0,0.010739919402583965,3082,769.9726214921286,0.6963011031797534,0.005417065186328504,1.01632388706276,3.0,0.0,0.0018056883954428347,3624,905.3798767967146,0.7047461368653422,0.03382837417117821,1.107204461044715,4.0,0.0041390728476821195,0.008457093542794553
meanrev,2.0,0.75,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3817,544.8592100117324,0.6287660466334818,0.05786295198667661,1.1433720435785346,5.0,0.0,0.011572590397335322,3082,769.9726214921286,0.6022063595068138,0.008501682320177867,1.0195197590436829,5.0,0.0,0.0017003364640355734,3624,905.3798767967146,0.6167218543046358,0.054109784492777216,1.1316413858667973,6.0,0.005794701986754967,0.009018297415462869
meanrev,2.0,1.0,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3817,544.8592100117324,0.5577678805344511,0.07139853007315203,1.1483501961320455,7.0,0.0,0.01019979001045029,3082,769.9726214921286,0.5311486048020766,0.014272396520455907,1.027891513213293,7.0,0.0,0.0020389137886365582,3624,905.3798767967146,0.5488410596026491,0.06651857577807326,1.1376101658662954,8.0,0.008554083885209713,0.008314821972259157
meanrev,2.0,1.5,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3817,544.8592100117324,0.46423893109772074,0.11228277504986449,1.1917728624977288,10.0,0.0,0.011228277504986449,3082,769.9726214921286,0.43380921479558726,0.031168921497717154,1.0504381964855125,11.0,0.0,0.0028335383179742867,3624,905.3798767967146,0.46605960264900664,0.130082552071545,1.227377755999444,11.0,0.011865342163355408,0.011825686551958637
meanrev,2.0,2.0,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3817,544.8592100117324,0.4081739586062353,0.16941368884570132,1.2615101398766153,13.0,0.0,0.013031822218900101,3082,769.9726214921286,0.3718364698247891,0.05982211984046996,1.0871217329662752,14.0,0.0,0.004273008560033568,3624,905.3798767967146,0.40728476821192056,0.17736750168579216,1.278950957557261,14.0,0.0173841059602649,0.012669107263270868
meanrev,2.0,3.0,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3817,544.8592100117324,0.32879224521875816,0.25039547687002367,1.3395472389037872,18.0,0.0,0.013910859826112426,3082,769.9726214921286,0.300129785853342,0.13921348307544226,1.1822966848081105,18.0,0.0,0.0077340823930801255,3624,905.3798767967146,0.3416114790286976,0.2801603454820717,1.3948763955829502,18.0,0.03200883002207505,0.015564463637892871
meanrev,3.0,0.5,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3632,518.4513101290574,0.7180616740088106,0.05157371693964045,1.1722312575616274,6.0,0.0,0.008595619489940075,2674,668.0424366872005,0.7053103964098728,0.025526123441192903,1.0802065056219652,6.0,0.0,0.0042543539068654835,3111,777.217659137577,0.7042751526840244,0.040246089289703635,1.1294115845533643,7.0,0.0048216007714561235,0.0057494413271005195
meanrev,3.0,0.75,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3632,518.4513101290574,0.6318832599118943,0.0783315471231907,1.1994114009320136,11.0,0.0,0.007121049738471882,2674,668.0424366872005,0.6222887060583395,0.05387611702113868,1.1327717535055892,10.0,0.0,0.005387611702113868,3111,777.217659137577,0.6219864995178399,0.07184416918719808,1.1807077491792368,11.0,0.008036001285760206,0.0065312881079270975
meanrev,3.0,1.0,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3632,518.4513101290574,0.5702092511013216,0.11016781702803381,1.2394070036805138,14.0,0.0,0.007869129787716702,2674,668.0424366872005,0.5531039640987285,0.07227581753975743,1.151067083022458,15.0,0.0,0.0048183878359838285,3111,777.217659137577,0.5686274509803921,0.11717341262081653,1.2583989998024716,15.0,0.01253616200578592,0.007811560841387769
meanrev,3.0,1.5,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3632,518.4513101290574,0.486784140969163,0.18243810937215968,1.3315268799785185,21.0,0.0,0.00868752901772189,2674,668.0424366872005,0.4569932685115931,0.10817496788243272,1.1867814920072777,23.0,0.0,0.0047032594731492485,3111,777.217659137577,0.4844101575056252,0.17230515545788036,1.316738094021436,22.0,0.02539376406300225,0.007832052520812744
meanrev,3.0,2.0,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3632,518.4513101290574,0.42841409691629956,0.2443635814708581,1.3979330125358067,27.0,0.0,0.009050503017439189,2674,668.0424366872005,0.3986537023186238,0.15638462537668496,1.2441770258519558,29.0,0.0,0.0053925732888512054,3111,777.217659137577,0.4394085503053681,0.25465064772314544,1.4302004812760158,27.0,0.03567984570877531,0.009431505471227609
meanrev,3.0,3.0,11256,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3632,518.4513101290574,0.3628854625550661,0.40085367868951005,1.5845933054570491,38.0,0.0008259911894273128,0.010548781018145001,2674,668.0424366872005,0.3089005235602094,0.18253862001880494,1.2476377302990598,40.0,0.0037397157816005983,0.004563465500470124,3111,777.217659137577,0.3780135004821601,0.3716869937326824,1.5656375593058862,36.0,0.06718097074895532,0.010324638714796733
meanrev,1.0,0.5,9177,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -0.05, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3398,485.0488854125929,0.6871689228958211,-0.06692477863419305,0.8107721036500934,1.0,0.0,-0.06692477863419305,2657,663.7953456536619,0.668799397817087,-0.07371271872949678,0.8028030921556752,1.0,0.0,-0.07371271872949678,3090,771.9712525667351,0.684789644012945,-0.045344381622241345,0.8712058266267294,2.0,0.0006472491909385113,-0.022672190811120672
meanrev,1.0,0.75,9177,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -0.05, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3398,485.0488854125929,0.6056503825779871,-0.03462634338061415,0.9224818248609026,2.0,0.0,-0.017313171690307074,2657,663.7953456536619,0.580730146782085,-0.0613500513504018,0.8704216496668796,2.0,0.0,-0.0306750256752009,3090,771.9712525667351,0.6032362459546926,-0.007410301344837589,0.983225048556497,2.0,0.001941747572815534,-0.0037051506724187946
meanrev,1.0,1.0,9177,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -0.05, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3398,485.0488854125929,0.5429664508534432,-0.0060328345183398345,0.988414539464492,2.0,0.0,-0.0030164172591699173,2657,663.7953456536619,0.5261573202860369,-0.026614533251280624,0.9503816630329494,2.0,0.0,-0.013307266625640312,3090,771.9712525667351,0.5330097087378641,0.002618218270427387,1.0050212038748605,3.0,0.0025889967637540453,0.0008727394234757956
meanrev,1.0,1.5,9177,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -0.05, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3398,485.0488854125929,0.4455562095350206,0.01827258573085379,1.0288446262557522,3.0,0.0,0.006090861910284597,2657,663.7953456536619,0.42943168987579977,-0.015387666689413255,0.9762378036602946,3.0,0.0,-0.005129222229804419,3090,771.9712525667351,0.4488673139158576,0.05082583449184879,1.0819947441414133,3.0,0.004207119741100324,0.016941944830616264
meanrev,1.0,2.0,9177,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -0.05, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3398,485.0488854125929,0.37492642731018244,0.024022522575881004,1.0336347726642243,4.0,0.0,0.006005630643970251,2657,663.7953456536619,0.35679337598795635,-0.02760009047635745,0.9622685676363415,4.0,0.0,-0.006900022619089363,3090,771.9712525667351,0.3802588996763754,0.057613856160042665,1.082529608545284,4.0,0.005501618122977346,0.014403464040010666
meanrev,1.0,3.0,9177,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -0.05, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3398,485.0488854125929,0.2881106533254856,0.039137562815792615,1.0476967077133674,5.0,0.0,0.007827512563158523,2657,663.7953456536619,0.26985321791494166,-0.02092068936365023,0.9747481851335884,5.0,0.0,-0.004184137872730046,3090,771.9712525667351,0.3080906148867314,0.13762613458537307,1.1758184453982545,5.0,0.00744336569579288,0.027525226917074614
meanrev,1.5,0.5,9177,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -0.05, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3389,483.7641767696519,0.7007966951903216,-0.011416241796592069,0.9654301382408451,2.0,0.0,-0.0057081208982960345,2614,653.0527036276522,0.6786534047436878,-0.031222622040133152,0.9114593673870844,2.0,0.0,-0.015611311020066576,3029,756.731690622861,0.6949488279960383,0.004952533323423152,1.0149824150418507,2.0,0.0029712776493892373,0.002476266661711576
meanrev,1.5,0.75,9177,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -0.05, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3389,483.7641767696519,0.6107996459132488,0.008810903473523217,1.0204621624049868,3.0,0.0,0.002936967824507739,2614,653.0527036276522,0.6025248661055853,0.0029372153610239056,1.0067153751228797,3.0,0.0,0.0009790717870079685,3029,756.731690622861,0.601518653020799,0.014843794909923998,1.0340849784505193,4.0,0.003961703532518983,0.0037109487274809994
meanrev,1.5,1.0,9177,"{""family"": ""meanrev"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""none"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 5.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 0.0, ""dist_ema50_min"": -0.05, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""up_close"": false, ""strong_close"": false}",3389,483.7641767696519,0.5420478017114193,0.022507969977565778,1.0444186066913037,4.0,0.0,0.005626992494391444,2614,653.0527036276522,0.5313695485845448,0.005239306610336388,1.010156567332315,4.0,0.0,0.001309826652584097,3029,756.731690622861,0.5427533839551006,0.04287972397431522,1.0856485398743434,5.0,0.004291845493562232,0.008575944794863044
