rule,train_n,train_win,train_avg,train_pf,train_payoff,valid_n,valid_win,valid_avg,valid_pf,valid_payoff,hold_n,hold_win,hold_avg,hold_pf,hold_payoff,selection_score
mom126<=0.205921 AND ema50_dist>=0.00165905,84,0.5357142857142857,0.3173483286899634,1.6546525447499258,1.434032205449936,41,0.4634146341463415,0.058904241443858134,1.104692656494981,1.279117812783662,17,0.4117647058823529,-0.10380822179476262,0.8172734234727704,1.1675334621039577,0.46930505829072733
ema20_dist<=0.00134722 AND spy_strength>=0.0633548,126,0.5079365079365079,0.21487636509501504,1.418816748834499,1.3744787254334208,77,0.45454545454545453,0.14473283057280442,1.258436702321014,1.5101240427852165,41,0.4878048780487805,0.18867566495475602,1.4739260414095545,1.5476223434800322,0.469018737602735
vol_ratio<=0.81839 AND close_location<=0.887837,65,0.5384615384615384,0.2902665491030451,1.587041123050339,1.3603209626145762,38,0.4473684210526316,0.21003900900904154,1.4021256521222805,1.7320375702686992,22,0.36363636363636365,0.03104887197503835,1.0746808001345174,1.8806914002354054,0.46837232195353573
mom63>=0.061588 AND rs63<=0.709861,65,0.5230769230769231,0.22902621062059836,1.444411459030217,1.3169633891157864,28,0.4642857142857143,0.04079872663363692,1.0718847966712963,1.2367901500053418,13,0.46153846153846156,0.055255533944152654,1.137755721399894,1.327381674966543,0.468365586949078
vol_ratio>=0.81839 AND spy_strength>=0.0633548,134,0.5074626865671642,0.2728499726275997,1.5489703771696723,1.503412424899976,70,0.45714285714285713,0.10686013036266306,1.1946757401875376,1.418677441472701,38,0.47368421052631576,0.12278050373127848,1.2514819931628764,1.3905355479587516,0.46782887017912345
lower_wick<=0.478698 AND qqq_strength<=0.0988458,86,0.5116279069767442,0.23818747040595895,1.4640906734874406,1.3975410974198297,41,0.4634146341463415,0.0369751512080142,1.0664372127159154,1.2348220357763233,42,0.42857142857142855,0.04459322497518149,1.076669093652633,1.435558791536844,0.4671121492671429
body_pct>=0.310082 AND qqq_strength<=0.0988458,84,0.5357142857142857,0.29202971633304664,1.5861873460656981,1.3746956999236049,37,0.4594594594594595,0.07329576282582224,1.1422676739999111,1.3438443223528367,41,0.3902439024390244,-0.06364616086617451,0.8975972341185756,1.4024956783102744,0.4667890357420417
mom63>=0.109485 AND body_pct>=0.310082,94,0.5,0.27253638888204595,1.546249160444728,1.546249160444728,40,0.45,0.15755245553695002,1.277205789961927,1.5610292988423549,31,0.3548387096774194,-0.1691238737001681,0.6303006551485709,1.1460011911792198,0.465755245553695
rsi14<=52.9132 AND ema50_dist>=-0.00668662,168,0.5059523809523809,0.2329160308642152,1.4403389183477273,1.4064485908571924,93,0.45161290322580644,0.1383073589840745,1.2503346425760065,1.5182634945565794,54,0.42592592592592593,0.08443316408804105,1.1946835252873145,1.610225621039424,0.4654436391242139
atr_pct>=0.0262339 AND ema20_dist<=0.00134722,66,0.5454545454545454,0.35512300879334935,1.8097584413187717,1.50813203443231,53,0.4528301886792453,0.12031927229563683,1.2155710466974685,1.468815014759441,39,0.358974358974359,-0.1010005333236617,0.7850044335474493,1.401793631334731,0.464862115908809
ema50_dist>=-0.00668662 AND close_location>=0.828223,135,0.5111111111111111,0.27676436467470183,1.5473138029162932,1.4800392897460195,58,0.4482758620689655,0.13683701037396248,1.2568357742338176,1.5468747990570064,46,0.3695652173913043,-0.059592926514885,0.8800662811925882,1.5012895385050036,0.46195956310636177
atr_pct>=0.0177109 AND spy_strength<=0.0941282,139,0.5107913669064749,0.2683219499616989,1.5452310528168145,1.4799395998808926,80,0.45,0.1177720328942363,1.2233126138239714,1.4951598613404096,72,0.3333333333333333,-0.1806045650756617,0.6877044736853716,1.3754089473707432,0.4617772032894236
ema20_dist<=-0.00500608 AND stop_pct>=0.0312661,94,0.5106382978723404,0.2670475286001862,1.5485718483835889,1.4840480213676062,51,0.45098039215686275,0.10655768179958683,1.1955969345471538,1.4555093116226216,37,0.3783783783783784,-0.09250377536221122,0.8020419009268744,1.3176402658084365,0.4616361603368214
ema20_dist<=-0.00500608 AND spy_strength<=0.0941282,72,0.5138888888888888,0.27564026750566517,1.5718804869232734,1.48691397411661,38,0.4473684210526316,0.13358396379391885,1.2518421956073782,1.5463933004561732,34,0.35294117647058826,-0.12381869133357093,0.7654162679195953,1.4032631578525914,0.4607268174320235
mom126<=0.363629 AND ema50_dist>=0.00165905,122,0.5163934426229508,0.25477496213244566,1.4918756247676235,1.3971533628776156,55,0.45454545454545453,0.05738456574073255,1.1001433672464278,1.3201720406957136,36,0.4722222222222222,0.07276201412647924,1.1585914032791595,1.2948962742531784,0.46028391111952777
close_location<=0.887837 AND spy_strength<=0.0941282,103,0.5048543689320388,0.23895884713592158,1.4733586495490978,1.4450248293654615,56,0.44642857142857145,0.13496287979612107,1.2461271800337035,1.5451977032417923,41,0.36585365853658536,-0.06588776690891272,0.8801833865881636,1.5256512034194838,0.45992485940818356
rsi14<=52.9132 AND atr_pct>=0.0208043,131,0.5190839694656488,0.26316787208119763,1.5420783663821882,1.4286902512070276,89,0.449438202247191,0.10147295552137718,1.1852896504323767,1.4519798217796616,60,0.38333333333333336,-0.023951760657477512,0.9497522763313017,1.5278623575764418,0.4595854977993287
atr_pct>=0.0208043 AND ema50_dist>=0.0117799,77,0.5064935064935064,0.3031541075629727,1.6288675406728397,1.5871017062966133,48,0.4375,0.21916641832644293,1.3898921647896039,1.787004211872348,39,0.358974358974359,-0.12449869617574208,0.7721637381372252,1.3788638181021875,0.4594166418326443
ema20_dist<=0.00134722 AND body_pct>=0.310082,128,0.5234375,0.2605574553910648,1.5245333721689,1.38800799555676,69,0.4492753623188406,0.09713263544155276,1.1749020081775179,1.4402024616369573,43,0.37209302325581395,-0.10908835014701278,0.7828155027300744,1.3210011608570005,0.4589886258629958
mom63>=0.061588 AND lower_wick<=0.478698,132,0.5075757575757576,0.28141735487068203,1.5555804352346383,1.5091451983619624,62,0.45161290322580644,0.07033669882319189,1.12310522230883,1.3637706270892938,39,0.46153846153846156,0.09281695320768052,1.254355774477828,1.4634150702241329,0.4586465731081256
ema20_dist<=0.00744233 AND body_pct>=0.310082,178,0.5056179775280899,0.23694688873779696,1.4574419695248542,1.4250543702020797,89,0.449438202247191,0.08859016650730886,1.1605953892208094,1.4217293517954914,48,0.375,-0.08979329638314859,0.8260489498009651,1.3767482496682752,0.4582972188979219
rs63<=0.559554 AND ema20_dist<=0.00134722,63,0.5238095238095238,0.24679096255123362,1.5041002398972754,1.3673638544520685,22,0.45454545454545453,0.029910170233096743,1.0545091416398757,1.265410969967851,19,0.2631578947368421,-0.3445937226699726,0.5354687765094787,1.4993125742265403,0.4575364715687642
rsi14<=48.857 AND ema50_dist>=-0.00668662,62,0.532258064516129,0.32656883988049906,1.6282760963328775,1.430909296777377,38,0.4473684210526316,0.09903243178840744,1.1775704053876936,1.4546457948906801,25,0.52,0.36840696729006195,2.393411599510039,2.2093030149323436,0.4572716642314723
mom63>=0.061588 AND atr_pct>=0.0262339,81,0.5185185185185185,0.35293296833889914,1.7690535409334307,1.6426925737239,56,0.44642857142857145,0.10753208968236645,1.1884727602417184,1.4737062226997306,42,0.38095238095238093,-0.13414150272000006,0.7085884677757407,1.1514562601355787,0.4571817803968081
atr_pct>=0.0208043 AND ema50_dist>=0.00165905,108,0.5370370370370371,0.35648792783980077,1.7895170326886434,1.5426870971453823,68,0.4411764705882353,0.14435587136220607,1.2548145509927477,1.589431764590814,52,0.38461538461538464,-0.10408597247260086,0.800830478106867,1.2813287649709875,0.4556120577244559
ema50_dist>=0.00165905 AND stop_pct>=0.0399671,96,0.5104166666666666,0.2696674911417073,1.5440441538519747,1.4810219434906695,66,0.4393939393939394,0.1557644053487121,1.2810718579459075,1.634470991172365,49,0.3673469387755102,-0.15027100922271958,0.715435256446279,1.2321384972130363,0.4549703799288106
ema50_dist>=-0.00668662 AND stop_pct>=0.0312661,175,0.5085714285714286,0.26438822556478253,1.5240166699609574,1.4726453215353073,95,0.4421052631578947,0.12811240473524568,1.2332268246252633,1.5562148025033087,66,0.4090909090909091,0.006856341151045639,1.0144268295229206,1.465283198199774,0.4549165036314193
ema20_dist<=0.00134722 AND lower_wick<=0.478698,129,0.5271317829457365,0.2867655735715603,1.590064174778455,1.426381097963026,74,0.44594594594594594,0.07190808136781901,1.1259143579742246,1.398863293240703,46,0.41304347826086957,-0.00679603033565591,0.9859446861641058,1.4010792908647818,0.45313675408272786
vol_ratio<=0.964122 AND stop_pct>=0.0312661,137,0.5036496350364964,0.2588003906705395,1.5196479214027216,1.4976240384838415,73,0.4383561643835616,0.14430119338618444,1.2598659154090335,1.6142032041178243,49,0.3673469387755102,-0.08511248130516419,0.8266929833015921,1.4237490267971866,0.45278628372218005
mom21<=-0.0317189 AND stop_pct>=0.0518014,65,0.5230769230769231,0.27355852138538655,1.6154977312045196,1.472953813745297,36,0.4444444444444444,0.0770107181585309,1.1436408119624555,1.4295510149530695,27,0.4074074074074074,0.053716476758856345,1.1318048587784197,1.6462616127686103,0.45214551626029753
vol_ratio>=0.964122 AND spy_strength>=0.0633548,89,0.5056179775280899,0.2476823023634812,1.4804996423536356,1.4475996503013326,47,0.44680851063829785,0.04974064782412135,1.0893353480551133,1.3487009071158547,27,0.48148148148148145,0.23420076893650052,1.5034132632389787,1.6190604373342847,0.45178257542071
ema20_dist<=0.00134722 AND vol_ratio<=0.964122,105,0.5238095238095238,0.2773348612633707,1.5587469646094985,1.417042695099544,53,0.4339622641509434,0.17742114615320467,1.3040338771450632,1.7009137527979088,32,0.40625,-0.10316386543660923,0.7869605861615868,1.1501731643900115,0.4517043787662639
close_location<=0.887837 AND qqq_strength<=0.118034,109,0.5045871559633027,0.21710185072690533,1.4224519871544052,1.3965892237515978,57,0.43859649122807015,0.12929655479669652,1.2330326335608393,1.5782817709578743,34,0.3235294117647059,-0.09291198957551937,0.8512490296354892,1.7798843346923865,0.45152614670773983
mom126<=0.205921 AND stop_pct>=0.0312661,130,0.5076923076923077,0.2351447896942586,1.4709394625266092,1.4263655394197423,60,0.45,0.014621242389323674,1.0269983531569844,1.2552202094140918,37,0.3783783783783784,-0.03174246262827509,0.9442997308175131,1.5513495577716285,0.4514621242389324
vol_ratio<=0.964122 AND close_location<=0.887837,99,0.5353535353535354,0.31390186034046397,1.6615640112131955,1.4421121606756038,55,0.43636363636363634,0.14900807130870933,1.274410321860576,1.6461133324032438,34,0.35294117647058826,-0.11202209799704989,0.7933604941866825,1.4544942393422513,0.4512644434945073
ema50_dist>=0.0117799 AND stop_pct>=0.0312661,85,0.5529411764705883,0.3886629431360341,1.844408952664478,1.4912242596010672,51,0.43137254901960786,0.19640386068111354,1.3444163148026442,1.7721851422398491,40,0.375,-0.073715240549691,0.8616399486238833,1.4360665810398054,0.4510129350877192
atr_pct>=0.0262339 AND ema20_dist<=0.00744233,80,0.5375,0.35531887979747107,1.7861253992752326,1.5368985993763629,59,0.4406779661016949,0.0793006182966459,1.142606991097859,1.4502319502395902,41,0.3902439024390244,-0.031590556856138596,0.9293060304921508,1.4520406726439856,0.4486080279313595
vol_ratio<=1.21384 AND close_location<=0.887837,131,0.5114503816793893,0.25955098123734865,1.5201942076873731,1.452125810328237,69,0.43478260869565216,0.1365393759308304,1.246382243303967,1.6202969162951573,41,0.36585365853658536,-0.0822038193854728,0.8506914257741203,1.4745318046751417,0.4484365462887352
ema50_dist>=0.0117799 AND close_location>=0.828223,71,0.5070422535211268,0.255364761621656,1.4822926831828613,1.4411178864277818,28,0.42857142857142855,0.19735833981035153,1.3517476171264158,1.8023301561685543,28,0.25,-0.2797698414142027,0.5441127132340707,1.632338139702212,0.4483072625524637
atr_pct>=0.0208043 AND spy_strength>=0.0633548,133,0.5037593984962406,0.2472677822958373,1.503021873356822,1.480588711067914,91,0.43956043956043955,0.08375266558794438,1.1481115335715246,1.463842205303694,48,0.4791666666666667,0.14281359694983334,1.40552921514683,1.527749146898728,0.447935706119234
atr_pct>=0.0208043 AND spy_strength<=0.0941282,107,0.5046728971962616,0.24997636941192172,1.515385540216333,1.4873228450271416,66,0.4393939393939394,0.08082837311362231,1.1512879099198476,1.468884574725323,67,0.3283582089552239,-0.16891180170968567,0.6923605321924478,1.4161919976663704,0.4474767767053016
rs63>=0.436461 AND lower_wick<=0.478698,181,0.5027624309392266,0.23660149670116043,1.4555105317494281,1.4395159105214124,104,0.4423076923076923,0.05165614037273383,1.0907372327239815,1.3752773803911071,67,0.44776119402985076,0.06528416878629292,1.1376215792152802,1.4030666143655124,0.4474733063449657
ema50_dist>=0.00165905 AND stop_pct>=0.0312661,126,0.5476190476190477,0.3623949745329969,1.7852083891308703,1.4747373649341973,76,0.4342105263157895,0.1277390481691167,1.2226234009606658,1.593115340645716,53,0.39622641509433965,-0.06149848759498783,0.8789623892693466,1.3393712598390044,0.44698443113270114
ema50_dist>=0.00165905 AND spy_strength<=0.110158,131,0.5038167938931297,0.24022199182916773,1.4535385705639834,1.4315152588887716,83,0.43373493975903615,0.1255505653740363,1.216940399500117,1.5887832993473752,53,0.3584905660377358,-0.142076291408704,0.7428616547897015,1.3293313822552553,0.4462899962964398
rs63>=0.436461 AND atr_pct>=0.0208043,140,0.5071428571428571,0.2611105121451071,1.5366596131624306,1.493373426876165,96,0.4375,0.07910884206203479,1.142593308898862,1.4690485400128226,69,0.4057971014492754,-0.025234938237246814,0.9492841277800158,1.3900231871064517,0.4454108842062035
mom126<=0.363629 AND stop_pct>=0.0312661,168,0.5119047619047619,0.24168006803157188,1.4854953340485133,1.416402527813699,79,0.4430379746835443,0.014730462082143873,1.0266095438459824,1.2905948551206634,59,0.423728813559322,0.05341302420086825,1.1086588501050743,1.507776036142901,0.44451102089175865
body_pct>=0.310082 AND spy_strength<=0.079561,94,0.5106382978723404,0.2843768617559568,1.5664254581937374,1.5011577307689983,32,0.4375,0.06689338724096223,1.1258724548027634,1.4475502990321245,41,0.36585365853658536,-0.11878034422879519,0.8106640068590873,1.4051509452224182,0.4441893387240962
atr_pct>=0.0208043 AND ema50_dist>=-0.00668662,131,0.5190839694656488,0.28960450306366725,1.5948143190882058,1.4775485603317202,83,0.43373493975903615,0.09835080149500683,1.177310863227783,1.537044738102939,65,0.4,-0.02616203400110583,0.9462072532484053,1.4193108798726077,0.44357001990853684
mom63>=0.109485 AND close_location>=0.828223,72,0.5138888888888888,0.3089775593006212,1.6005895257652891,1.5140711730212195,21,0.42857142857142855,0.14754473612982283,1.2488154322075193,1.6650872429433592,27,0.2222222222222222,-0.48693356681848915,0.18960452831752164,0.6636158491113258,0.4433259021844108
mom126<=0.205921 AND rs63>=0.559554,77,0.5194805194805194,0.2198322836701646,1.4232672898096843,1.316522243073958,43,0.4418604651162791,0.009009639243010526,1.0155591152258183,1.282811513969455,22,0.45454545454545453,0.05439196015478031,1.1033394822991434,1.324007378758972,0.44276142904058013
mom21>=-0.0103349 AND body_pct<=0.707092,73,0.5068493150684932,0.29788575994189653,1.5935066315225666,1.5504388847246593,39,0.4358974358974359,0.0684113999298807,1.1212721028771306,1.4510580154880517,23,0.43478260869565216,0.034999945985660384,1.0623337709599951,1.3810339022479938,0.442738575890424
ema50_dist>=0.00165905 AND lower_wick<=0.478698,132,0.5227272727272727,0.3163189832516913,1.6416137655876597,1.4988647424930805,69,0.43478260869565216,0.06951408523273458,1.118666728591498,1.4542667471689474,44,0.45454545454545453,0.053007021762055254,1.1203929149061698,1.344471497887404,0.44173401721892563
mom126>=0.0363288 AND ema20_dist<=-0.00500608,94,0.5,0.26897910384976603,1.5163125593549864,1.5163125593549864,53,0.4339622641509434,0.056902401989961764,1.1017000714879925,1.4370000932452076,33,0.42424242424242425,0.047949857363729205,1.1132281546255696,1.510809638420416,0.4396525043499396
mom63>=0.061588 AND ema20_dist<=-0.00500608,73,0.5068493150684932,0.26530777349744256,1.5310839281506428,1.4897032814438689,37,0.43243243243243246,0.06802090435239878,1.116011103257581,1.4647645730255752,25,0.48,0.11469504064129298,1.3302212969466027,1.4410730716921532,0.43923452286767234
rs63>=0.436461 AND ema20_dist<=-0.00500608,94,0.5106382978723404,0.2503896273871878,1.5000520737409222,1.4375499040017172,53,0.4339622641509434,0.05065486252509422,1.0898305542213698,1.4215181142017868,35,0.45714285714285713,0.04347924366051652,1.0922423852829408,1.2970378325234921,0.4390277504034528
lower_wick<=0.478698 AND stop_pct<=0.0518014,131,0.5038167938931297,0.2707879245846408,1.5074701019670382,1.4846296458766286,45,0.4222222222222222,0.14283754510844315,1.2370930298970295,1.6928641461748823,23,0.4782608695652174,0.1624041293720713,1.272714780482908,1.3884161241631725,0.4365059767330665
qqq_strength<=0.0988458 AND osc>=2,105,0.5047619047619047,0.21937968292199364,1.4145159958803792,1.3878270148260325,46,0.43478260869565216,0.006293194238162272,1.0110524211453296,1.3143681474889284,45,0.35555555555555557,-0.17784963634279025,0.7407975310273418,1.3426955249870571,0.4354119281194684
qqq_strength<=0.0988458 AND osc>=2,105,0.5047619047619047,0.21937968292199364,1.4145159958803792,1.3878270148260325,46,0.43478260869565216,0.006293194238162272,1.0110524211453296,1.3143681474889284,45,0.35555555555555557,-0.17784963634279025,0.7407975310273418,1.3426955249870571,0.4354119281194684
qqq_strength<=0.0988458 AND osc>=2,105,0.5047619047619047,0.21937968292199364,1.4145159958803792,1.3878270148260325,46,0.43478260869565216,0.006293194238162272,1.0110524211453296,1.3143681474889284,45,0.35555555555555557,-0.17784963634279025,0.7407975310273418,1.3426955249870571,0.4354119281194684
ema20_dist<=0.00134722 AND body_pct<=0.707092,112,0.5178571428571429,0.24464821104249848,1.4735794865505438,1.3719533150642995,58,0.43103448275862066,0.03900257837250959,1.064851015880216,1.4056033409618853,35,0.42857142857142855,-0.06020679788011739,0.8960550288431819,1.1947400384575757,0.4349347405958716
lower_wick<=0.266191 AND spy_strength<=0.079561,78,0.5128205128205128,0.26388482941082525,1.5044437643481505,1.429221576130743,21,0.42857142857142855,0.05844259497377625,1.1037168757280136,1.471622500970685,26,0.46153846153846156,0.23125424298839464,1.5189828724009826,1.7721466844678129,0.43441568806880615
ema50_dist>=0.0117799 AND lower_wick<=0.266191,69,0.5362318840579711,0.32380654301286393,1.639821931265639,1.4182243729864985,33,0.42424242424242425,0.09875886500608724,1.1643067172250352,1.5801305448054046,24,0.4583333333333333,0.17588161081248618,1.4704723745134434,1.737830988061342,0.434118310743033
atr_pct>=0.0208043 AND ema20_dist<=-0.00500608,75,0.5333333333333333,0.3093768453622158,1.6816573155898265,1.4714501511410985,49,0.42857142857142855,0.048374470237079185,1.085283382990789,1.4470445106543854,37,0.3783783783783784,-0.09250377536221122,0.8020419009268744,1.3176402658084365,0.43340887559513647
ema50_dist>=0.00165905 AND body_pct<=0.820836,132,0.5075757575757576,0.271873682669361,1.5317752344872007,1.486050600621911,76,0.42105263157894735,0.11818263091976075,1.2002507650304155,1.6503448019168212,46,0.45652173913043476,0.0478387851112307,1.0975828125450888,1.30664620541082,0.43287089467092343
atr_pct>=0.0262339 AND vol_ratio<=1.21384,94,0.5,0.28179636736210095,1.5899724847640608,1.5899724847640608,66,0.42424242424242425,0.08372997979296651,1.1489506334993895,1.5592901454634573,57,0.3508771929824561,-0.1348957527478209,0.7333337348483782,1.3566674094694995,0.4326154222217209
atr_pct>=0.0208043 AND body_pct<=0.820836,134,0.5074626865671642,0.2818405626662699,1.5810174712781595,1.5345169574170372,85,0.4235294117647059,0.0766843829823577,1.1333142586095777,1.5425666297741476,63,0.36507936507936506,-0.12500486720740944,0.770366700525599,1.3397681748271286,0.43119785006294165
ema20_dist<=-0.00500608 AND ema50_dist>=-0.00668662,72,0.5277777777777778,0.3013270329969241,1.592890749623902,1.4252180391371754,40,0.425,0.060941439503221694,1.1052989225765697,1.4954044246624179,28,0.4642857142857143,0.1298607213937964,1.3650646473291899,1.5750745930721424,0.43109414395032214
mom126<=0.363629 AND atr_pct>=0.0262339,65,0.5538461538461539,0.3616727014191349,1.8158963526639647,1.4628053952015272,44,0.4318181818181818,-0.008832905385166175,0.9842061900354592,1.295008144783499,42,0.40476190476190477,-0.00558708596601992,0.9883866671018116,1.4535098045614876,0.4309348912796652
rs63>=0.436461 AND ema50_dist>=0.00165905,147,0.5034013605442177,0.2582568639678177,1.4953516703811414,1.475144215375991,83,0.42168674698795183,0.09162047599794255,1.1550162980812755,1.5840223516543206,51,0.43137254901960786,-0.01177423224850403,0.9766785670301791,1.2874399292670542,0.4308487945877461
atr_pct>=0.0177109 AND ema20_dist<=-0.00500608,93,0.5053763440860215,0.25800084090586883,1.5246658834050841,1.4922261837581674,54,0.42592592592592593,0.048072110112570496,1.084771003618891,1.4620826570515484,39,0.38461538461538464,-0.11488720267309183,0.7763582584489758,1.2421732135183612,0.43073313693718296
ema20_dist<=0.00134722 AND body_pct<=0.544288,81,0.5185185185185185,0.27151252738368103,1.536153584227864,1.426428328211588,40,0.425,0.05210220396500187,1.0839787372213954,1.4665594680054175,24,0.4166666666666667,-0.07279699258532173,0.8821268435159524,1.2349775809223333,0.4302102203965002
atr_pct>=0.0177109 AND ema50_dist>=0.0117799,95,0.5052631578947369,0.2533479688813792,1.4927408127532982,1.4616420458209378,53,0.41509433962264153,0.14859187236033433,1.2522212975782603,1.7644936465875485,40,0.375,-0.08443147971000498,0.8415260700049793,1.4025434500082985,0.42995352685867494
ema20_dist<=-0.00500608 AND osc>=2,105,0.5047619047619047,0.25967101014572314,1.51913195032382,1.4904690833365783,54,0.42592592592592593,0.036353752524343426,1.064043259829154,1.4341452632479903,36,0.3888888888888889,-0.15271891168901047,0.710199880965053,1.1160283843736547,0.4295613011783603
ema20_dist<=-0.00500608 AND osc>=2,105,0.5047619047619047,0.25967101014572314,1.51913195032382,1.4904690833365783,54,0.42592592592592593,0.036353752524343426,1.064043259829154,1.4341452632479903,36,0.3888888888888889,-0.15271891168901047,0.710199880965053,1.1160283843736547,0.4295613011783603
ema20_dist<=-0.00500608 AND osc>=2,105,0.5047619047619047,0.25967101014572314,1.51913195032382,1.4904690833365783,54,0.42592592592592593,0.036353752524343426,1.064043259829154,1.4341452632479903,36,0.3888888888888889,-0.15271891168901047,0.710199880965053,1.1160283843736547,0.4295613011783603
lower_wick<=0.478698 AND close_location<=0.828223,88,0.5227272727272727,0.28729146389183113,1.6209040275374458,1.4799558512298416,49,0.42857142857142855,0.002457464959785131,1.0040689701844216,1.3387586269125622,29,0.4827586206896552,0.11698601800020733,1.2350523362704082,1.3232703602897231,0.4288171750674071
spy_strength<=0.0941282 AND qqq_strength<=0.0988458,94,0.5106382978723404,0.24959935582788573,1.4878390718766916,1.4258457772151627,49,0.42857142857142855,0.0021795941974196388,1.003909612069178,1.3385461494255704,55,0.34545454545454546,-0.15846549734467127,0.7650641485231222,1.4495952287806526,0.4287893879911705
lower_wick<=0.478698 AND spy_strength>=0.0633548,179,0.5083798882681564,0.27375539461629955,1.5523325591041819,1.5011567604523954,101,0.42574257425742573,0.027531463619759014,1.0471892591815095,1.412487837965757,50,0.5,0.15881370882249643,1.409651162373184,1.4096511623731838,0.4284957206194016
qqq_strength<=0.0988458 AND stop_pct>=0.0312661,93,0.5161290322580645,0.2197202913147668,1.4286031820108687,1.3393154831351892,42,0.42857142857142855,-0.002113940162555051,0.9961407655903719,1.3281876874538292,48,0.3125,-0.22500517277668355,0.6624912994062196,1.4574808586936834,0.428360034555173
atr_pct>=0.0262339 AND ema20_dist>=-0.0124003,76,0.5,0.28307135097329295,1.57115834515555,1.5711583451555498,57,0.42105263157894735,0.07142847815874663,1.1259546030791592,1.5481875792338438,40,0.325,-0.16865580438049138,0.7237170078859458,1.5031045548400415,0.428195479394822
mom21>=-0.0317189 AND lower_wick<=0.478698,133,0.5037593984962406,0.2728246268558609,1.524929944276539,1.502169795854501,68,0.4264705882352941,0.010680921519454475,1.0180215936852384,1.369063522542217,45,0.4,-0.017630161581134167,0.9664196951292796,1.4496295426939192,0.4275386803872395
mom21<=-0.0317189 AND atr_pct>=0.0208043,78,0.5128205128205128,0.289422576923917,1.6475340929121363,1.5651573882665295,48,0.4166666666666667,0.09725123827484082,1.1736014968308357,1.64304209556317,31,0.45161290322580644,0.147907059450402,1.3807336565377235,1.676605154367236,0.42639179049415077
atr_pct>=0.0262339 AND ema50_dist>=0.00165905,73,0.5753424657534246,0.5074149697761712,2.2679658055261074,1.6739747612216507,55,0.41818181818181815,0.08144295848968523,1.1389559088517536,1.584634307967657,46,0.34782608695652173,-0.20531542535311562,0.6296365878533489,1.1805686022250292,0.4263261140307867
mom63>=0.109485 AND atr_pct>=0.0262339,68,0.5,0.3038145884786347,1.6444685781317352,1.6444685781317352,41,0.4146341463414634,0.11122202893428275,1.1843972935323108,1.6720902967514977,35,0.34285714285714286,-0.2288953954619072,0.5527636911906821,1.0594637414488073,0.4257563492348917
mom126<=0.205921 AND atr_pct>=0.0177109,122,0.5081967213114754,0.22414969900404622,1.4474765972048513,1.4007838037466303,63,0.42857142857142855,-0.032596707127982336,0.9420290301791024,1.2560387069054697,40,0.35,-0.1623720805324568,0.751972811899449,1.396520936384691,0.4253117578586303
rs63<=0.709861 AND ema20_dist<=0.00134722,101,0.5247524752475248,0.23246157573308926,1.474826024200682,1.335691493615712,54,0.42592592592592593,-0.00785498830876876,0.9867110827045401,1.3299149375582933,31,0.3548387096774194,-0.11198387078779165,0.8240114947363829,1.4982027177025143,0.42514042709504907
atr_pct>=0.0262339 AND close_location<=0.887837,65,0.5538461538461539,0.4156444723783273,1.9325004116245779,1.5567364426975765,53,0.41509433962264153,0.09159935480470273,1.1625889382078476,1.6381935038383308,36,0.3611111111111111,-0.03527242170019408,0.9272237174904485,1.6404727309446399,0.4242542751031118
spy_strength<=0.079561 AND stop_pct>=0.0312661,93,0.5053763440860215,0.27407532271816915,1.552548860940729,1.519515906452628,38,0.42105263157894735,0.029559021039643866,1.0537488582643664,1.4489046801135037,48,0.2916666666666667,-0.28344262780015234,0.5779841837407003,1.4036758747988436,0.42400853368291175
mom126<=0.363629 AND atr_pct>=0.0208043,114,0.5175438596491229,0.2447912673408138,1.5042584600698266,1.402274835658313,63,0.42857142857142855,-0.053352473349246345,0.9053275944058257,1.2071034592077674,57,0.42105263157894735,0.03615128921928124,1.0731072337004166,1.4755224463380727,0.4232361812365039
mom21<=-0.0103349 AND rs63<=0.559554,71,0.5070422535211268,0.24215769802720072,1.4929807608738819,1.4515090730718296,31,0.41935483870967744,0.036454483170633344,1.0682363353759299,1.479096464366672,20,0.3,-0.22630159738924965,0.6883979443702097,1.606261870197156,0.42300028702674075
atr_pct>=0.0262339 AND qqq_strength<=0.118034,68,0.5294117647058824,0.3399937408450614,1.7371847400362184,1.5441642133655276,50,0.42,0.023597835189255466,1.0430417742864155,1.4403910216336213,46,0.2826086956521739,-0.26718414255783257,0.5636835317854104,1.4308889653014265,0.42235978351892556
ema50_dist>=0.00165905 AND close_location<=0.887837,96,0.5208333333333334,0.3074515895707343,1.6112496056525987,1.4823496372003908,58,0.41379310344827586,0.08561313721193622,1.1410688720343063,1.6165142353819337,30,0.5,0.15272135775789958,1.345038786068281,1.345038786068281,0.4223544171694695
ema20_dist<=0.00134722 AND lower_wick>=0.136428,110,0.509090909090909,0.2348409144080961,1.4411805917301135,1.389709856311181,53,0.41509433962264153,0.0684962127152311,1.1102668743967121,1.5644669593771854,36,0.3888888888888889,-0.17809413792208478,0.7104083944277584,1.1163560483864776,0.42194396089416464
mom63>=0.109485 AND lower_wick<=0.478698,87,0.5172413793103449,0.3218504301654835,1.672198643162108,1.5607187336179678,41,0.4146341463414634,0.06852795562465015,1.113564927679236,1.5720916626059802,32,0.40625,-0.05343882199700348,0.8699381425890028,1.2714480545531581,0.42148694190392844
