rule,train_n,train_win,train_avg,train_pf,train_payoff,valid_n,valid_win,valid_avg,valid_pf,valid_payoff,hold_n,hold_win,hold_avg,hold_pf,hold_payoff,selection_score
mom21<=-0.0317189 AND ema20_dist<=0.00134722,84,0.5119047619047619,0.2699091989658921,1.5666846290262628,1.4938155765134136,44,0.5,0.30706101600344904,1.6236116483184195,1.6236116483184195,25,0.48,0.175481274697989,1.3823706744563837,1.4975682306610822,0.5269909198965892
spy_strength<=0.0941282 AND stop_pct<=0.0399671,66,0.5151515151515151,0.30696055435018016,1.6057575330622766,1.5113012075880252,26,0.5,0.2689103977411802,1.492988662654875,1.492988662654875,13,0.46153846153846156,0.09713644281313301,1.134871081017354,1.324016261186913,0.526891039774118
body_pct>=0.707092 AND spy_strength<=0.0941282,64,0.5,0.26733218704737133,1.522030963227706,1.522030963227706,31,0.5483870967741935,0.41687295955446935,1.957844248666535,1.6123423224312643,30,0.4,0.07748017359015777,1.1950865688951866,1.79262985334278,0.5267332187047371
qqq_strength<=0.0988458 AND stop_pct<=0.0740393,85,0.5058823529411764,0.20517161673669737,1.361588237722975,1.3299233949852316,33,0.5151515151515151,0.24087396915746212,1.495587270878728,1.4076115490623322,31,0.3870967741935484,-0.003922868781410327,0.9941484482834108,1.5740683764487335,0.5263995146148461
rs63>=0.709861 AND lower_wick<=0.266191,74,0.5,0.29838743869424067,1.5679431712819154,1.5679431712819154,28,0.5,0.25441067299996073,1.492913338122439,1.4929133381224393,16,0.375,0.09096653207253436,1.2644986505229614,2.1074977508716026,0.5254410672999961
mom63>=0.061588 AND ema20_dist<=0.00744233,135,0.5037037037037037,0.25026915133044514,1.476233703393138,1.4545243842255917,62,0.5,0.25797829858471955,1.495030114413024,1.4950301144130238,36,0.4444444444444444,0.0840544184827532,1.2074848883191236,1.5093561103989046,0.5250269151330446
mom63>=0.061588 AND vol_ratio>=0.81839,95,0.5263157894736842,0.32570303831980696,1.6770375603003898,1.5093338042703508,40,0.5,0.22247634588421922,1.4247964959487982,1.4247964959487984,25,0.44,0.07198630436016075,1.16730930392393,1.4856663868122744,0.5222476345884219
lower_wick<=0.478698 AND spy_strength<=0.0941282,139,0.5107913669064749,0.28319769516032917,1.5715562193009172,1.505152435386794,76,0.5,0.2157788360036763,1.431914478152025,1.431914478152025,62,0.41935483870967744,0.04563906627077044,1.0954379960249203,1.5167603021883511,0.5215778836003676
mom126<=0.363629 AND ema50_dist>=0.0117799,70,0.5142857142857142,0.22477705708649942,1.4183123648630651,1.3395172334817838,32,0.5,0.21520197633844587,1.4094019997347267,1.4094019997347267,23,0.5217391304347826,0.28811373956399794,1.7419447804613122,1.5967827154228695,0.5215201976338446
lower_wick<=0.266191 AND close_location<=0.828223,66,0.5151515151515151,0.2372412388906581,1.495390546933887,1.4074263971142467,34,0.5,0.2143637433883561,1.4154603295258772,1.415460329525877,17,0.47058823529411764,0.1389179157843898,1.361669371290727,1.5318780427020677,0.5214363743388356
ema20_dist<=0.00134722 AND ema50_dist>=-0.00668662,119,0.5294117647058824,0.28022758481275395,1.5557104142584872,1.3828537015631,65,0.49230769230769234,0.2669743094329257,1.503101982035899,1.550073918974521,41,0.43902439024390244,0.1077076636256165,1.2613068324267307,1.6116698414341557,0.5190051232509849
vol_ratio>=0.81839 AND stop_pct>=0.0518014,64,0.5,0.27213784009040465,1.612670517467958,1.612670517467958,41,0.5365853658536586,0.1718171423990497,1.3639486299356764,1.1779556349444475,33,0.42424242424242425,0.0034983931258400977,1.0071068166832964,1.3667878226416164,0.517181714239905
body_pct>=0.310082 AND spy_strength<=0.0941282,138,0.5217391304347826,0.30529393268581156,1.6227626790891962,1.4875324558317633,73,0.4931506849315068,0.22642823208169016,1.468536315186562,1.5093289906084109,61,0.3770491803278688,-0.0586302002038699,0.8849660256329075,1.4621177814804558,0.5157935081396758
mom126<=0.124227 AND ema50_dist>=-0.00668662,85,0.5176470588235295,0.3042966652530299,1.6329300521244678,1.5215939122068904,42,0.5,0.13849392698610924,1.2658860221172328,1.2658860221172328,22,0.4090909090909091,0.06567602234719708,1.113770380503579,1.6087794385051697,0.513849392698611
rsi14<=52.9132 AND pa>=5,77,0.5064935064935064,0.24609767241498762,1.5010709609912303,1.4625819619914553,39,0.48717948717948717,0.24691449294141982,1.4912147896901624,1.5696997786212235,19,0.3157894736842105,-0.14813737540997401,0.7016876788088878,1.5203233040859236,0.5117892544209859
mom63>=0.109485 AND body_pct>=0.544288,70,0.5142857142857142,0.3170637709237389,1.6565739169243383,1.5645420326507637,29,0.4827586206896552,0.2701986109164346,1.5034604545738341,1.610850487043394,22,0.3181818181818182,-0.17772336801649116,0.6094789093897739,1.3060262344066584,0.5097784817812987
ema20_dist<=0.00134722 AND stop_pct>=0.0312661,128,0.5234375,0.24806055089226584,1.5021431491477084,1.3676228671344808,76,0.4868421052631579,0.22188254702943644,1.42008967898985,1.4968512832595715,48,0.3541666666666667,-0.11348370376155065,0.7730656746251563,1.409707994904697,0.5090303599661016
lower_wick<=0.478698 AND stop_pct<=0.0740393,177,0.5028248587570622,0.24847755415588704,1.4632526577645764,1.446811616666098,78,0.48717948717948717,0.20216419559645238,1.3854724551021929,1.4583920580023084,39,0.46153846153846156,0.1445835133670838,1.2789377177765386,1.4920940040726283,0.5073959067391324
ema20_dist<=0.00134722 AND stop_pct>=0.0518014,64,0.546875,0.30421135826867823,1.7052339739624305,1.412908149854585,49,0.4897959183673469,0.1757326381743678,1.3372223902543188,1.3929399898482488,32,0.34375,-0.11806814051752511,0.7328474497602632,1.3990724040877751,0.5073691821847837
ema50_dist>=0.00165905 AND qqq_strength<=0.118034,86,0.5116279069767442,0.2709744196903541,1.5194579439387617,1.450391673759727,50,0.48,0.27615553184172104,1.5351086175026412,1.6630343356278614,39,0.3076923076923077,-0.2326760336091035,0.6263179096522916,1.409215296717656,0.5070974419690354
rsi14<=50.5519 AND stop_pct>=0.0518014,68,0.5147058823529411,0.2229719488387403,1.4776570233591881,1.3932194791672348,47,0.48936170212765956,0.17524491248798185,1.3493319223769045,1.4079985276976394,33,0.3333333333333333,-0.1455572704999919,0.6833128346473465,1.366625669294693,0.5068861933764578
mom63>=0.02888 AND vol_ratio>=0.81839,131,0.5038167938931297,0.26978496176070177,1.5264701331346655,1.5033417977841401,64,0.484375,0.19189417569167308,1.3638743004086018,1.4518661907575439,34,0.5294117647058824,0.3600451929877537,1.9541478319145147,1.7370202950351241,0.5035644175691674
mom126>=0.0363288 AND spy_strength<=0.0941282,129,0.5038759689922481,0.23644496886123575,1.4492331719136906,1.4269372769611721,79,0.4810126582278481,0.21846943908518784,1.4501863375495843,1.5646747326192882,66,0.36363636363636365,-0.06434564298561796,0.877259956677765,1.5352049241860888,0.5028596021363669
ema20_dist<=0.00744233 AND ema50_dist>=0.00165905,122,0.5327868852459017,0.30972944377097406,1.6173874529775785,1.4183243818418765,61,0.47540983606557374,0.24948344447847956,1.453863121813118,1.6042627551041302,35,0.4,-0.05709158753819466,0.8868422126833834,1.330263319025075,0.5003581805134217
mom21<=-0.0317189 AND ema50_dist>=-0.00668662,67,0.5074626865671642,0.2623259633719395,1.5124214608003475,1.4679384766591608,38,0.47368421052631576,0.3361981223439622,1.6764267070671173,1.8626963411856856,23,0.5217391304347826,0.3397921376117727,2.1400955420240146,1.9617542468553468,0.4999168068635097
mom63>=0.109485 AND ema50_dist>=0.00165905,96,0.5,0.26152449206214295,1.4971262554190827,1.4971262554190827,38,0.47368421052631576,0.34979207602314133,1.6419426473110743,1.8243807192345274,32,0.34375,-0.26578888429644426,0.5326878138076534,1.016949462723702,0.49983665973253005
atr_pct>=0.0208043 AND ema20_dist<=0.00134722,96,0.53125,0.2758846498340573,1.5931352430710013,1.4057075674155892,69,0.4782608695652174,0.2037306338643744,1.3870892179611314,1.5131882377757795,48,0.3541666666666667,-0.11818770913292491,0.7658614916988626,1.3965709554508672,0.49863393295165487
rsi14<=50.5519 AND ema50_dist>=-0.00668662,112,0.5178571428571429,0.24453029721661387,1.4701481320883965,1.3687586057374725,61,0.47540983606557374,0.2299117961381841,1.4318696684368295,1.5799941168958118,41,0.4146341463414634,0.0444208921142366,1.1014135652901766,1.5549367980567201,0.49840101567939216
mom126<=0.363629 AND stop_pct>=0.0518014,70,0.5142857142857142,0.22243590018572387,1.4732316422857683,1.391385439936559,49,0.4897959183673469,0.06337979845897745,1.125545904735669,1.1724436507663218,39,0.4358974358974359,0.08046199015052502,1.1840253624735166,1.5322681161421983,0.49613389821324466
ema50_dist>=0.0117799 AND spy_strength<=0.0941282,66,0.5454545454545454,0.3829133498437397,1.8261708730570378,1.5218090608808648,28,0.4642857142857143,0.3082075416408658,1.589897330996338,1.83449692038039,36,0.3333333333333333,-0.1893166801139173,0.6629259783679475,1.325851956735895,0.4951064684498009
vol_ratio<=0.964122 AND close_location<=0.828223,65,0.5076923076923077,0.20585265611595677,1.4016998984102078,1.359224143912929,38,0.47368421052631576,0.24701603497845892,1.4816826391565951,1.646314043507328,20,0.4,-0.13420428535278778,0.7680300208834113,1.1520450313251172,0.49426947613791145
mom63>=0.109485 AND mom126<=0.363629,65,0.5076923076923077,0.2436437459242881,1.4728374203843413,1.4282059834029976,23,0.4782608695652174,0.15489748282473717,1.286822089532999,1.4038059158541807,20,0.4,-0.09266207764922006,0.7938034690161401,1.1907052035242103,0.49375061784769114
rsi14<=52.9132 AND ema50_dist>=0.0117799,65,0.5384615384615384,0.28100511971267017,1.5476686975114524,1.3265731692955307,41,0.4634146341463415,0.28019285767823715,1.5031379371844278,1.7404755062135482,26,0.34615384615384615,-0.08696478158307391,0.8262127699354206,1.5606241209891276,0.4914339199141652
mom63>=0.061588 AND ema50_dist>=0.00165905,132,0.5075757575757576,0.26261089164305346,1.499856176782219,1.4550843506096154,62,0.46774193548387094,0.23476320635958434,1.4211493176560155,1.6171699131947763,42,0.38095238095238093,-0.13440271986860242,0.7431290284489557,1.207584671229553,0.4912182561198294
atr_pct>=0.0208043 AND stop_pct<=0.0740393,112,0.5178571428571429,0.2723275994702577,1.5313721606252368,1.4257602874786688,61,0.47540983606557374,0.15573583559588688,1.2979053184116724,1.4321713858335696,39,0.41025641025641024,0.03941433554068123,1.0740762928595433,1.5439846709855933,0.49098341962516245
ema50_dist>=0.00165905 AND stop_pct>=0.0518014,64,0.515625,0.30933872192386036,1.6613763339544156,1.5606868591692997,53,0.4716981132075472,0.1892169407102451,1.3582915484280107,1.5212865342393718,40,0.35,-0.21770244535331776,0.5916080824930827,1.0987007246300107,0.4906198072785717
rsi14<=52.9132 AND stop_pct>=0.0518014,91,0.5054945054945055,0.21077671073430784,1.4192226074306404,1.3883699420517135,67,0.47761194029850745,0.11232673981124729,1.2161100823740794,1.3301204025966493,42,0.38095238095238093,-0.008911683879275059,0.9785705586743372,1.590177157845798,0.48884461427963216
rsi14<=52.9132 AND mom63>=0.061588,128,0.5078125,0.25544907141315804,1.490266076478597,1.444411735663871,66,0.4696969696969697,0.17788576341321902,1.3229286688508999,1.493629142251016,40,0.425,0.05379926585071808,1.1357349146768974,1.5365825316216848,0.48748554603829164
ema50_dist>=0.00165905 AND lower_wick<=0.266191,102,0.5098039215686274,0.2706052696164822,1.5210728492803969,1.4625700473849967,47,0.46808510638297873,0.18203469115625556,1.32725787854704,1.508247589258,32,0.4375,0.06337706823911615,1.1536267436427008,1.4832343846834724,0.48628857549860427
mom126<=0.205921 AND lower_wick<=0.478698,138,0.5144927536231884,0.2599044847774012,1.5226872883337295,1.436902088990984,65,0.47692307692307695,0.08900948475516791,1.163181507257383,1.2757474595726137,37,0.43243243243243246,0.07460845310493244,1.1328818273455297,1.4869073983910077,0.48582402539859376
